CÓDIGO DO MUNICÍPIO - TOM,CÓDIGO DO MUNICÍPIO - IBGE,MUNICÍPIO - TOM,MUNICÍPIO - IBGE,UF,ESTADO
3619,2915908,ITANAGRA,Itanagra,BA,Bahia
3621,2916005,ITANHÉM,Itanhém,BA,Bahia
3623,2916104,ITAPARICA,Itaparica,BA,Bahia
3625,2916203,ITAPÉ,Itapé,BA,Bahia
3627,2916302,ITAPEBI,Itapebi,BA,Bahia
3629,2916401,ITAPETINGA,Itapetinga,BA,Bahia
3631,2916500,ITAPICURU,Itapicuru,BA,Bahia
3633,2916609,ITAPITANGA,Itapitanga,BA,Bahia
3635,2916708,ITAQUARA,Itaquara,BA,Bahia
3637,2916807,ITARANTIM,Itarantim,BA,Bahia
3639,2916906,ITIRUÇU,Itiruçu,BA,Bahia
3641,2917003,ITIÚBA,Itiúba,BA,Bahia
3643,2917102,ITORORÓ,Itororó,BA,Bahia
3645,2917201,ITUAÇU,Ituaçu,BA,Bahia
3647,2917300,ITUBERÁ,Ituberá,BA,Bahia
3649,2917409,JACARACI,Jacaraci,BA,Bahia
3651,2917508,JACOBINA,Jacobina,BA,Bahia
3653,2917607,JAGUAQUARA,Jaguaquara,BA,Bahia
3655,2917706,JAGUARARI,Jaguarari,BA,Bahia
3657,2917805,JAGUARIPE,Jaguaripe,BA,Bahia
3659,2917904,JANDAÍRA,Jandaíra,BA,Bahia
3661,2918001,JEQUIÉ,Jequié,BA,Bahia
3663,2918100,JEREMOABO,Jeremoabo,BA,Bahia
3665,2918209,JIQUIRIÇÁ,Jiquiriçá,BA,Bahia
3667,2918308,JITAÚNA,Jitaúna,BA,Bahia
3669,2918407,JUAZEIRO,Juazeiro,BA,Bahia
3671,2918506,JUSSARA,Jussara,BA,Bahia
3673,2918605,JUSSIAPE,Jussiape,BA,Bahia
3675,2918704,LAFAIETE COUTINHO,Lafaiete Coutinho,BA,Bahia
3677,2918803,LAJE,Laje,BA,Bahia
3679,2918902,LAJEDÃO,Lajedão,BA,Bahia
3681,2919009,LAJEDINHO,Lajedinho,BA,Bahia
3683,2919108,LAMARÃO,Lamarão,BA,Bahia
3685,2919207,LAURO DE FREITAS,Lauro de Freitas,BA,Bahia
3687,2919306,LENÇÓIS,Lençóis,BA,Bahia
3689,2919405,LICÍNIO DE ALMEIDA,Licínio de Almeida,BA,Bahia
3691,2919504,LIVRAMENTO DE NOSSA SENHORA,Livramento de Nossa Senhora,BA,Bahia
3693,2919603,MACAJUBA,Macajuba,BA,Bahia
3695,2919702,MACARANI,Macarani,BA,Bahia
3697,2919801,MACAÚBAS,Macaúbas,BA,Bahia
3699,2919900,MACURURÉ,Macururé,BA,Bahia
3701,2920007,MAIQUINIQUE,Maiquinique,BA,Bahia
3703,2920106,MAIRI,Mairi,BA,Bahia
3705,2920205,MALHADA,Malhada,BA,Bahia
3707,2920304,MALHADA DE PEDRAS,Malhada de Pedras,BA,Bahia
3709,2920403,MANOEL VITORINO,Manoel Vitorino,BA,Bahia
3711,2920502,MARACÁS,Maracás,BA,Bahia
3713,2920601,MARAGOGIPE,Maragogipe,BA,Bahia
3715,2920700,MARAÚ,Maraú,BA,Bahia
3717,2920809,MARCIONÍLIO SOUZA,Marcionílio Souza,BA,Bahia
3719,2920908,MASCOTE,Mascote,BA,Bahia
3721,2921005,MATA DE SÃO JOÃO,Mata de São João,BA,Bahia
3723,2921104,MEDEIROS NETO,Medeiros Neto,BA,Bahia
3725,2921203,MIGUEL CALMON,Miguel Calmon,BA,Bahia
3727,2921302,MILAGRES,Milagres,BA,Bahia
3729,2921401,MIRANGABA,Mirangaba,BA,Bahia
3731,2921500,MONTE SANTO,Monte Santo,BA,Bahia
3733,2921609,MORPARÁ,Morpará,BA,Bahia
3735,2921708,MORRO DO CHAPÉU,Morro do Chapéu,BA,Bahia
3737,2921807,MORTUGABA,Mortugaba,BA,Bahia
3739,2921906,MUCUGÊ,Mucugê,BA,Bahia
3741,2922003,MUCURI,Mucuri,BA,Bahia
3743,2922102,MUNDO NOVO,Mundo Novo,BA,Bahia
3745,2922201,MUNIZ FERREIRA,Muniz Ferreira,BA,Bahia
3747,2922300,MURITIBA,Muritiba,BA,Bahia
3749,2922409,MUTUÍPE,Mutuípe,BA,Bahia
3751,2922508,NAZARÉ,Nazaré,BA,Bahia
3753,2922607,NILO PEÇANHA,Nilo Peçanha,BA,Bahia
3755,2922706,NOVA CANAÃ,Nova Canaã,BA,Bahia
3757,2922805,NOVA ITARANA,Nova Itarana,BA,Bahia
3759,2922904,NOVA SOURE,Nova Soure,BA,Bahia
3761,2923001,NOVA VIÇOSA,Nova Viçosa,BA,Bahia
3763,2923100,OLINDINA,Olindina,BA,Bahia
3765,2923209,OLIVEIRA DOS BREJINHOS,Oliveira dos Brejinhos,BA,Bahia
3767,2923308,OURIÇANGAS,Ouriçangas,BA,Bahia
3769,2923407,PALMAS DE MONTE ALTO,Palmas de Monte Alto,BA,Bahia
3771,2923506,PALMEIRAS,Palmeiras,BA,Bahia
3773,2923605,PARAMIRIM,Paramirim,BA,Bahia
3775,2923704,PARATINGA,Paratinga,BA,Bahia
3777,2923803,PARIPIRANGA,Paripiranga,BA,Bahia
3779,2923902,PAU BRASIL,Pau Brasil,BA,Bahia
3781,2924009,PAULO AFONSO,Paulo Afonso,BA,Bahia
3783,2924108,PEDRÃO,Pedrão,BA,Bahia
3785,2924207,PEDRO ALEXANDRE,Pedro Alexandre,BA,Bahia
3787,2924306,PIATÃ,Piatã,BA,Bahia
3789,2924405,PILÃO ARCADO,Pilão Arcado,BA,Bahia
3791,2924504,PINDAÍ,Pindaí,BA,Bahia
3793,2924603,PINDOBAÇU,Pindobaçu,BA,Bahia
3795,2924702,PIRIPÁ,Piripá,BA,Bahia
3797,2924801,PIRITIBA,Piritiba,BA,Bahia
3799,2924900,PLANALTINO,Planaltino,BA,Bahia
3801,2925006,PLANALTO,Planalto,BA,Bahia
3803,2925105,POÇÕES,Poções,BA,Bahia
3805,2925204,POJUCA,Pojuca,BA,Bahia
3807,2925303,PORTO SEGURO,Porto Seguro,BA,Bahia
3809,2925402,POTIRAGUÁ,Potiraguá,BA,Bahia
3811,2925501,PRADO,Prado,BA,Bahia
3813,2925600,PRESIDENTE DUTRA,Presidente Dutra,BA,Bahia
3815,2925709,PRESIDENTE JÂNIO QUADROS,Presidente Jânio Quadros,BA,Bahia
3817,2925808,QUEIMADAS,Queimadas,BA,Bahia
3819,2925907,QUIJINGUE,Quijingue,BA,Bahia
3821,2926004,REMANSO,Remanso,BA,Bahia
3823,2926103,RETIROLÂNDIA,Retirolândia,BA,Bahia
3825,2926202,RIACHÃO DAS NEVES,Riachão das Neves,BA,Bahia
3827,2926301,RIACHÃO DO JACUÍPE,Riachão do Jacuípe,BA,Bahia
3829,2926400,RIACHO DE SANTANA,Riacho de Santana,BA,Bahia
3831,2926509,RIBEIRA DO AMPARO,Ribeira do Amparo,BA,Bahia
3833,2926608,RIBEIRA DO POMBAL,Ribeira do Pombal,BA,Bahia
3835,2926707,RIO DE CONTAS,Rio de Contas,BA,Bahia
3837,2926806,RIO DO ANTÔNIO,Rio do Antônio,BA,Bahia
3839,2926905,RIO DO PIRES,Rio do Pires,BA,Bahia
3841,2927002,RIO REAL,Rio Real,BA,Bahia
3843,2927101,RODELAS,Rodelas,BA,Bahia
3845,2927200,RUY BARBOSA,Ruy Barbosa,BA,Bahia
3847,2927309,SALINAS DA MARGARIDA,Salinas da Margarida,BA,Bahia
3849,2927408,SALVADOR,Salvador,BA,Bahia
3851,2927507,SANTA BÁRBARA,Santa Bárbara,BA,Bahia
3853,2927606,SANTA BRÍGIDA,Santa Brígida,BA,Bahia
3855,2927705,SANTA CRUZ CABRÁLIA,Santa Cruz Cabrália,BA,Bahia
3857,2927804,SANTA CRUZ DA VITÓRIA,Santa Cruz da Vitória,BA,Bahia
3859,2927903,SANTA INÊS,Santa Inês,BA,Bahia
3861,2928000,SANTALUZ,Santaluz,BA,Bahia
3863,2928109,SANTA MARIA DA VITÓRIA,Santa Maria da Vitória,BA,Bahia
3865,2928208,SANTANA,Santana,BA,Bahia
3867,2928307,SANTANÓPOLIS,Santanópolis,BA,Bahia
3869,2928505,SANTA TERESINHA,Santa Terezinha,BA,Bahia
3871,2928604,SANTO AMARO,Santo Amaro,BA,Bahia
3873,2928703,SANTO ANTÔNIO DE JESUS,Santo Antônio de Jesus,BA,Bahia
3875,2928802,SANTO ESTÊVÃO,Santo Estêvão,BA,Bahia
3877,2928901,SÃO DESIDÉRIO,São Desidério,BA,Bahia
3879,2929008,SÃO FÉLIX,São Félix,BA,Bahia
3881,2929107,SÃO FELIPE,São Felipe,BA,Bahia
3883,2929206,SÃO FRANCISCO DO CONDE,São Francisco do Conde,BA,Bahia
3885,2929305,SÃO GONÇALO DOS CAMPOS,São Gonçalo dos Campos,BA,Bahia
3887,2929404,SÃO MIGUEL DAS MATAS,São Miguel das Matas,BA,Bahia
3889,2929503,SÃO SEBASTIÃO DO PASSÉ,São Sebastião do Passé,BA,Bahia
3891,2929602,SAPEAÇU,Sapeaçu,BA,Bahia
3893,2929701,SÁTIRO DIAS,Sátiro Dias,BA,Bahia
3895,2929800,SAÚDE,Saúde,BA,Bahia
3897,2929909,SEABRA,Seabra,BA,Bahia
3899,2930006,SEBASTIÃO LARANJEIRAS,Sebastião Laranjeiras,BA,Bahia
3901,2930105,SENHOR DO BONFIM,Senhor do Bonfim,BA,Bahia
3903,2930204,SENTO SÉ,Sento Sé,BA,Bahia
3905,2930303,SERRA DOURADA,Serra Dourada,BA,Bahia
3907,2930402,SERRA PRETA,Serra Preta,BA,Bahia
3909,2930501,SERRINHA,Serrinha,BA,Bahia
3911,2930600,SERROLÂNDIA,Serrolândia,BA,Bahia
3913,2930709,SIMÕES FILHO,Simões Filho,BA,Bahia
3915,2930808,SOUTO SOARES,Souto Soares,BA,Bahia
3917,2930907,TABOCAS DO BREJO VELHO,Tabocas do Brejo Velho,BA,Bahia
3919,2931004,TANHAÇU,Tanhaçu,BA,Bahia
3921,2931103,TANQUINHO,Tanquinho,BA,Bahia
3923,2931202,TAPEROÁ,Taperoá,BA,Bahia
3925,2931301,TAPIRAMUTÁ,Tapiramutá,BA,Bahia
3927,2931400,TEODORO SAMPAIO,Teodoro Sampaio,BA,Bahia
3929,2931509,TEOFILÂNDIA,Teofilândia,BA,Bahia
3931,2931608,TEOLÂNDIA,Teolândia,BA,Bahia
3933,2931707,TERRA NOVA,Terra Nova,BA,Bahia
3935,2931806,TREMEDAL,Tremedal,BA,Bahia
3937,2931905,TUCANO,Tucano,BA,Bahia
3939,2932002,UAUÁ,Uauá,BA,Bahia
3941,2932101,UBAÍRA,Ubaíra,BA,Bahia
3943,2932200,UBAITABA,Ubaitaba,BA,Bahia
3945,2932309,UBATÃ,Ubatã,BA,Bahia
3947,2932408,UIBAÍ,Uibaí,BA,Bahia
3949,2932507,UNA,Una,BA,Bahia
3951,2932606,URANDI,Urandi,BA,Bahia
3953,2932705,URUÇUCA,Uruçuca,BA,Bahia
3955,2932804,UTINGA,Utinga,BA,Bahia
3957,2932903,VALENÇA,Valença,BA,Bahia
3959,2933000,VALENTE,Valente,BA,Bahia
3961,2933109,VÁRZEA DO POÇO,Várzea do Poço,BA,Bahia
3963,2933208,VERA CRUZ,Vera Cruz,BA,Bahia
3965,2933307,VITÓRIA DA CONQUISTA,Vitória da Conquista,BA,Bahia
3967,2933406,WAGNER,Wagner,BA,Bahia
3969,2933505,WENCESLAU GUIMARÃES,Wenceslau Guimarães,BA,Bahia
3971,2933604,XIQUE-XIQUE,Xique-Xique,BA,Bahia
3973,2919157,LAPÃO,Lapão,BA,Bahia
3975,2919959,MAETINGA,Maetinga,BA,Bahia
3977,2920452,MANSIDÃO,Mansidão,BA,Bahia
3979,2922656,NORDESTINA,Nordestina,BA,Bahia
3981,2924058,PÉ DE SERRA,Pé de Serra,BA,Bahia
3983,2924652,PINTADAS,Pintadas,BA,Bahia
3985,2925956,RAFAEL JAMBEIRO,Rafael Jambeiro,BA,Bahia
3987,2928059,SANTA LUZIA,Santa Luzia,BA,Bahia
3989,2929255,SÃO GABRIEL,São Gabriel,BA,Bahia
3991,2931053,TANQUE NOVO,Tanque Novo,BA,Bahia
3993,2931350,TEIXEIRA DE FREITAS,Teixeira de Freitas,BA,Bahia
3995,2933158,VÁRZEA NOVA,Várzea Nova,BA,Bahia
3997,2933059,VÁRZEA DA ROÇA,Várzea da Roça,BA,Bahia
3999,2933455,WANDERLEY,Wanderley,BA,Bahia
1110,2903276,BARROCAS,Barrocas,BA,Bahia
1112,2919553,LUÍS EDUARDO MAGALHÃES,Luís Eduardo Magalhães,BA,Bahia
9859,2917359,JABORANDI,Jaborandi,BA,Bahia
983,2303659,CATUNDA,Catunda,CE,Ceará
985,2307254,JIJOCA DE JERICOACOARA,Jijoca de Jericoacoara,CE,Ceará
987,2304459,FORTIM,Fortim,CE,Ceará
989,2301257,ARARENDÁ,Ararendá,CE,Ceará
991,2306256,ITAITINGA,Itaitinga,CE,Ceará
993,2303931,CHORÓ,Choró,CE,Ceará
1231,2300150,ACARAPE,Acarape,CE,Ceará
1233,2301851,BANABUIÚ,Banabuiú,CE,Ceará
1235,2301950,BARREIRA,Barreira,CE,Ceará
1237,2302057,BARROQUINHA,Barroquinha,CE,Ceará
1239,2303956,CHOROZINHO,Chorozinho,CE,Ceará
1241,2304236,CROATÁ,Croatá,CE,Ceará
1243,2304269,DEPUTADO IRAPUAN PINHEIRO,Deputado Irapuan Pinheiro,CE,Ceará
1245,2304277,ERERÊ,Ereré,CE,Ceará
1247,2304285,EUSÉBIO,Eusébio,CE,Ceará
1249,2304657,GRAÇA,Graça,CE,Ceará
1251,2304954,GUAIÚBA,Guaiúba,CE,Ceará
1253,2305233,HORIZONTE,Horizonte,CE,Ceará
1255,2305266,IBARETAMA,Ibaretama,CE,Ceará
1257,2305332,IBICUITINGA,Ibicuitinga,CE,Ceará
1259,2305654,IPAPORANGA,Ipaporanga,CE,Ceará
1261,2307635,MADALENA,Madalena,CE,Ceará
1263,2308377,MIRAÍMA,Miraíma,CE,Ceará
1265,2309458,OCARA,Ocara,CE,Ceará
1267,2310852,PINDORETAMA,Pindoretama,CE,Ceará
1269,2310951,PIRES FERREIRA,Pires Ferreira,CE,Ceará
1271,2311231,POTIRETAMA,Potiretama,CE,Ceará
1273,2311959,SALITRE,Salitre,CE,Ceará
1275,2313252,TARRAFAS,Tarrafas,CE,Ceará
1277,2313351,TEJUÇUOCA,Tejuçuoca,CE,Ceará
1279,2313559,TURURU,Tururu,CE,Ceará
1301,2300101,ABAIARA,Abaiara,CE,Ceará
1303,2300200,ACARAÚ,Acaraú,CE,Ceará
1305,2300309,ACOPIARA,Acopiara,CE,Ceará
1307,2300408,AIUABA,Aiuaba,CE,Ceará
1309,2300507,ALCÂNTARAS,Alcântaras,CE,Ceará
1311,2300606,ALTANEIRA,Altaneira,CE,Ceará
1313,2300705,ALTO SANTO,Alto Santo,CE,Ceará
1315,2300804,ANTONINA DO NORTE,Antonina do Norte,CE,Ceará
1317,2300903,APUIARÉS,Apuiarés,CE,Ceará
1319,2301000,AQUIRAZ,Aquiraz,CE,Ceará
1321,2301109,ARACATI,Aracati,CE,Ceará
1323,2301208,ARACOIABA,Aracoiaba,CE,Ceará
1325,2301307,ARARIPE,Araripe,CE,Ceará
1327,2301406,ARATUBA,Aratuba,CE,Ceará
1329,2301505,ARNEIROZ,Arneiroz,CE,Ceará
1331,2301604,ASSARÉ,Assaré,CE,Ceará
1333,2301703,AURORA,Aurora,CE,Ceará
1335,2301802,BAIXIO,Baixio,CE,Ceará
1337,2301901,BARBALHA,Barbalha,CE,Ceará
1339,2302008,BARRO,Barro,CE,Ceará
1341,2302107,BATURITÉ,Baturité,CE,Ceará
1343,2302206,BEBERIBE,Beberibe,CE,Ceará
1345,2302305,BELA CRUZ,Bela Cruz,CE,Ceará
1347,2302404,BOA VIAGEM,Boa Viagem,CE,Ceará
1349,2302503,BREJO SANTO,Brejo Santo,CE,Ceará
1351,2302602,CAMOCIM,Camocim,CE,Ceará
1353,2302701,CAMPOS SALES,Campos Sales,CE,Ceará
1355,2302800,CANINDÉ,Canindé,CE,Ceará
1357,2302909,CAPISTRANO,Capistrano,CE,Ceará
1359,2303006,CARIDADE,Caridade,CE,Ceará
1361,2303105,CARIRÉ,Cariré,CE,Ceará
1363,2303204,CARIRIAÇU,Caririaçu,CE,Ceará
1365,2303303,CARIÚS,Cariús,CE,Ceará
1367,2303402,CARNAUBAL,Carnaubal,CE,Ceará
1369,2303501,CASCAVEL,Cascavel,CE,Ceará
1371,2303600,CATARINA,Catarina,CE,Ceará
1373,2303709,CAUCAIA,Caucaia,CE,Ceará
1375,2303808,CEDRO,Cedro,CE,Ceará
1377,2303907,CHAVAL,Chaval,CE,Ceará
1381,2304004,COREAÚ,Coreaú,CE,Ceará
1383,2304103,CRATEÚS,Crateús,CE,Ceará
1385,2304202,CRATO,Crato,CE,Ceará
1387,2304301,FARIAS BRITO,Farias Brito,CE,Ceará
1389,2304400,FORTALEZA,Fortaleza,CE,Ceará
1391,2304509,FRECHEIRINHA,Frecheirinha,CE,Ceará
1393,2304608,GENERAL SAMPAIO,General Sampaio,CE,Ceará
1395,2304707,GRANJA,Granja,CE,Ceará
1397,2304806,GRANJEIRO,Granjeiro,CE,Ceará
1399,2304905,GROAÍRAS,Groaíras,CE,Ceará
1401,2305001,GUARACIABA DO NORTE,Guaraciaba do Norte,CE,Ceará
1403,2305100,GUARAMIRANGA,Guaramiranga,CE,Ceará
1405,2305209,HIDROLÂNDIA,Hidrolândia,CE,Ceará
1407,2305308,IBIAPINA,Ibiapina,CE,Ceará
1409,2305407,ICÓ,Icó,CE,Ceará
1411,2305506,IGUATU,Iguatu,CE,Ceará
1413,2305605,INDEPENDÊNCIA,Independência,CE,Ceará
1415,2305704,IPAUMIRIM,Ipaumirim,CE,Ceará
1417,2305803,IPU,Ipu,CE,Ceará
1419,2305902,IPUEIRAS,Ipueiras,CE,Ceará
1421,2306009,IRACEMA,Iracema,CE,Ceará
1423,2306108,IRAUÇUBA,Irauçuba,CE,Ceará
1425,2306207,ITAIÇABA,Itaiçaba,CE,Ceará
1427,2306306,ITAPAJÉ,Itapajé,CE,Ceará
1429,2306405,ITAPIPOCA,Itapipoca,CE,Ceará
1431,2306504,ITAPIÚNA,Itapiúna,CE,Ceará
1433,2306603,ITATIRA,Itatira,CE,Ceará
1435,2306702,JAGUARETAMA,Jaguaretama,CE,Ceará
1437,2306801,JAGUARIBARA,Jaguaribara,CE,Ceará
1439,2306900,JAGUARIBE,Jaguaribe,CE,Ceará
1441,2307007,JAGUARUANA,Jaguaruana,CE,Ceará
1443,2307106,JARDIM,Jardim,CE,Ceará
1445,2307205,JATI,Jati,CE,Ceará
1447,2307304,JUAZEIRO DO NORTE,Juazeiro do Norte,CE,Ceará
1449,2307403,JUCÁS,Jucás,CE,Ceará
1451,2307502,LAVRAS DA MANGABEIRA,Lavras da Mangabeira,CE,Ceará
1453,2307601,LIMOEIRO DO NORTE,Limoeiro do Norte,CE,Ceará
1455,2307700,MARANGUAPE,Maranguape,CE,Ceará
1457,2307809,MARCO,Marco,CE,Ceará
1459,2307908,MARTINÓPOLE,Martinópole,CE,Ceará
1461,2308005,MASSAPÊ,Massapê,CE,Ceará
1463,2308104,MAURITI,Mauriti,CE,Ceará
1465,2308203,MERUOCA,Meruoca,CE,Ceará
1467,2308302,MILAGRES,Milagres,CE,Ceará
1469,2308401,MISSÃO VELHA,Missão Velha,CE,Ceará
1471,2308500,MOMBAÇA,Mombaça,CE,Ceará
1473,2308609,MONSENHOR TABOSA,Monsenhor Tabosa,CE,Ceará
1475,2308708,MORADA NOVA,Morada Nova,CE,Ceará
1477,2308807,MORAÚJO,Moraújo,CE,Ceará
1479,2308906,MORRINHOS,Morrinhos,CE,Ceará
1481,2309003,MUCAMBO,Mucambo,CE,Ceará
1483,2309102,MULUNGU,Mulungu,CE,Ceará
1485,2309201,NOVA OLINDA,Nova Olinda,CE,Ceará
1487,2309300,NOVA RUSSAS,Nova Russas,CE,Ceará
1489,2309409,NOVO ORIENTE,Novo Oriente,CE,Ceará
1491,2309508,ORÓS,Orós,CE,Ceará
1493,2309607,PACAJUS,Pacajus,CE,Ceará
1495,2309706,PACATUBA,Pacatuba,CE,Ceará
1497,2309805,PACOTI,Pacoti,CE,Ceará
1499,2309904,PACUJÁ,Pacujá,CE,Ceará
1501,2310001,PALHANO,Palhano,CE,Ceará
1503,2310100,PALMÁCIA,Palmácia,CE,Ceará
1505,2310209,PARACURU,Paracuru,CE,Ceará
1507,2310308,PARAMBU,Parambu,CE,Ceará
1509,2310407,PARAMOTI,Paramoti,CE,Ceará
1511,2310506,PEDRA BRANCA,Pedra Branca,CE,Ceará
1513,2310605,PENAFORTE,Penaforte,CE,Ceará
1515,2310704,PENTECOSTE,Pentecoste,CE,Ceará
1517,2310803,PEREIRO,Pereiro,CE,Ceará
1519,2310902,PIQUET CARNEIRO,Piquet Carneiro,CE,Ceará
1521,2311009,PORANGA,Poranga,CE,Ceará
1523,2311108,PORTEIRAS,Porteiras,CE,Ceará
1525,2311207,POTENGI,Potengi,CE,Ceará
1527,2311306,QUIXADÁ,Quixadá,CE,Ceará
1529,2311405,QUIXERAMOBIM,Quixeramobim,CE,Ceará
1531,2311504,QUIXERÉ,Quixeré,CE,Ceará
1533,2311603,REDENÇÃO,Redenção,CE,Ceará
1535,2311702,RERIUTABA,Reriutaba,CE,Ceará
1537,2311801,RUSSAS,Russas,CE,Ceará
1539,2311900,SABOEIRO,Saboeiro,CE,Ceará
1541,2312007,SANTANA DO ACARAÚ,Santana do Acaraú,CE,Ceará
1543,2312106,SANTANA DO CARIRI,Santana do Cariri,CE,Ceará
1545,2312205,SANTA QUITÉRIA,Santa Quitéria,CE,Ceará
1547,2312304,SÃO BENEDITO,São Benedito,CE,Ceará
1549,2312403,SÃO GONÇALO DO AMARANTE,São Gonçalo do Amarante,CE,Ceará
1551,2312502,SÃO JOÃO DO JAGUARIBE,São João do Jaguaribe,CE,Ceará
1553,2312601,SÃO LUÍS DO CURU,São Luís do Curu,CE,Ceará
1555,2312700,SENADOR POMPEU,Senador Pompeu,CE,Ceará
1557,2312809,SENADOR SÁ,Senador Sá,CE,Ceará
1559,2312908,SOBRAL,Sobral,CE,Ceará
1561,2313005,SOLONÓPOLE,Solonópole,CE,Ceará
1563,2313104,TABULEIRO DO NORTE,Tabuleiro do Norte,CE,Ceará
1565,2313203,TAMBORIL,Tamboril,CE,Ceará
1567,2313302,TAUÁ,Tauá,CE,Ceará
1569,2313401,TIANGUÁ,Tianguá,CE,Ceará
1571,2313500,TRAIRI,Trairi,CE,Ceará
1573,2313609,UBAJARA,Ubajara,CE,Ceará
1575,2313708,UMARI,Umari,CE,Ceará
1577,2313807,URUBURETAMA,Uruburetama,CE,Ceará
1579,2313906,URUOCA,Uruoca,CE,Ceará
1581,2314003,VÁRZEA ALEGRE,Várzea Alegre,CE,Ceará
1583,2314102,VIÇOSA DO CEARÁ,Viçosa do Ceará,CE,Ceará
1585,2307650,MARACANAÚ,Maracanaú,CE,Ceará
1587,2300754,AMONTADA,Amontada,CE,Ceará
1589,2304251,CRUZ,Cruz,CE,Ceará
1591,2304350,FORQUILHA,Forquilha,CE,Ceará
1593,2305357,ICAPUÍ,Icapuí,CE,Ceará
1595,2306553,ITAREMA,Itarema,CE,Ceará
1597,2308351,MILHÃ,Milhã,CE,Ceará
1599,2310258,PARAIPABA,Paraipaba,CE,Ceará
9853,2311355,QUIXELÔ,Quixelô,CE,Ceará
9855,2313757,UMIRIM,Umirim,CE,Ceará
9857,2313955,VARJOTA,Varjota,CE,Ceará
9917,2311264,QUITERIANÓPOLIS,Quiterianópolis,CE,Ceará
9701,5300108,BRASÍLIA,Brasília,DF,Distrito Federal
758,3201159,BREJETUBA,Brejetuba,ES,Espírito Santo
760,3203320,MARATAÍZES,Marataízes,ES,Espírito Santo
762,3204252,PONTO BELO,Ponto Belo,ES,Espírito Santo
764,3204955,SÃO ROQUE DO CANAÃ,São Roque do Canaã,ES,Espírito Santo
766,3205010,SOORETAMA,Sooretama,ES,Espírito Santo
768,3205176,VILA VALÉRIO,Vila Valério,ES,Espírito Santo
2929,3203346,MARECHAL FLORIANO,Marechal Floriano,ES,Espírito Santo
2931,3202652,IRUPI,Irupi,ES,Espírito Santo
2933,3204658,SÃO DOMINGOS DO NORTE,São Domingos do Norte,ES,Espírito Santo
2935,3205150,VILA PAVÃO,Vila Pavão,ES,Espírito Santo
5601,3200102,AFONSO CLÁUDIO,Afonso Cláudio,ES,Espírito Santo
5603,3200201,ALEGRE,Alegre,ES,Espírito Santo
5605,3200300,ALFREDO CHAVES,Alfredo Chaves,ES,Espírito Santo
5607,3200409,ANCHIETA,Anchieta,ES,Espírito Santo
5609,3200508,APIACÁ,Apiacá,ES,Espírito Santo
5611,3200607,ARACRUZ,Aracruz,ES,Espírito Santo
5613,3200706,ATILIO VIVACQUA,Atílio Vivácqua,ES,Espírito Santo
5615,3200805,BAIXO GUANDU,Baixo Guandu,ES,Espírito Santo
5617,3200904,BARRA DE SÃO FRANCISCO,Barra de São Francisco,ES,Espírito Santo
5619,3201001,BOA ESPERANÇA,Boa Esperança,ES,Espírito Santo
5621,3201100,BOM JESUS DO NORTE,Bom Jesus do Norte,ES,Espírito Santo
5623,3201209,CACHOEIRO DE ITAPEMIRIM,Cachoeiro de Itapemirim,ES,Espírito Santo
5625,3201308,CARIACICA,Cariacica,ES,Espírito Santo
5627,3201407,CASTELO,Castelo,ES,Espírito Santo
5629,3201506,COLATINA,Colatina,ES,Espírito Santo
5631,3201605,CONCEIÇÃO DA BARRA,Conceição da Barra,ES,Espírito Santo
5633,3201704,CONCEIÇÃO DO CASTELO,Conceição do Castelo,ES,Espírito Santo
5635,3201803,DIVINO DE SÃO LOURENÇO,Divino de São Lourenço,ES,Espírito Santo
5637,3201902,DOMINGOS MARTINS,Domingos Martins,ES,Espírito Santo
5639,3202009,DORES DO RIO PRETO,Dores do Rio Preto,ES,Espírito Santo
5641,3202108,ECOPORANGA,Ecoporanga,ES,Espírito Santo
5643,3202207,FUNDÃO,Fundão,ES,Espírito Santo
5645,3202306,GUAÇUÍ,Guaçuí,ES,Espírito Santo
5647,3202405,GUARAPARI,Guarapari,ES,Espírito Santo
5649,3202504,IBIRAÇU,Ibiraçu,ES,Espírito Santo
5651,3202603,ICONHA,Iconha,ES,Espírito Santo
5653,3202702,ITAGUAÇU,Itaguaçu,ES,Espírito Santo
5655,3202801,ITAPEMIRIM,Itapemirim,ES,Espírito Santo
5657,3202900,ITARANA,Itarana,ES,Espírito Santo
5659,3203007,IÚNA,Iúna,ES,Espírito Santo
5661,3203106,JERÔNIMO MONTEIRO,Jerônimo Monteiro,ES,Espírito Santo
5663,3203205,LINHARES,Linhares,ES,Espírito Santo
5665,3203304,MANTENÓPOLIS,Mantenópolis,ES,Espírito Santo
5667,3203403,MIMOSO DO SUL,Mimoso do Sul,ES,Espírito Santo
5669,3203502,MONTANHA,Montanha,ES,Espírito Santo
5671,3203601,MUCURICI,Mucurici,ES,Espírito Santo
5673,3203700,MUNIZ FREIRE,Muniz Freire,ES,Espírito Santo
5675,3203809,MUQUI,Muqui,ES,Espírito Santo
5677,3203908,NOVA VENÉCIA,Nova Venécia,ES,Espírito Santo
5679,3204005,PANCAS,Pancas,ES,Espírito Santo
5681,3204104,PINHEIROS,Pinheiros,ES,Espírito Santo
5683,3204203,PIÚMA,Piúma,ES,Espírito Santo
5685,3204302,PRESIDENTE KENNEDY,Presidente Kennedy,ES,Espírito Santo
